MFtr,MFte,R_1,P_1,MAE,Distance,Value.dist,Qnt
0.25,0.95,0.2,0.512,0.31,,0.48791208791208796,MAX
0.25,0.95,0.2,0.4,0.2,topsoe,0.5999999999999999,MAXSyn-TS
0.25,0.95,0.2,0.473,0.27,,0.5265486725663717,ACC
0.25,0.95,0.2,0.562,0.36,topsoe,0.43781094527363174,ACCSyn-TS
0.25,0.95,0.2,0.464,0.26,,0.536,CC
0.25,0.05,0.2,0.397,0.2,,0.6031746031746031,T50
0.25,0.05,0.2,0.391,0.19,topsoe,0.609375,T50Syn-TS
0.25,0.05,0.2,0.166,0.03,,0.834070796460177,MS
0.25,0.05,0.2,0.186,0.01,topsoe,0.813953488372093,MSSyn-TS
0.25,0.05,0.2,0.164,0.04,,0.8364614467952098,MS2
0.25,0.05,0.2,0.18,0.02,topsoe,0.8199152542372881,MS2Syn-TS
0.25,0.05,0.2,0.07,0.13,,0.93,SMM
0.25,0.05,0.2,0.11,0.09,topsoe,0.89,SMMSyn-TS
0.25,0.05,0.2,0.205,0.0,topsoe,0.7945310930092093,DyS-TS
0.25,0.05,0.2,[0.21 0.79],[0.01 0.59],topsoe,0.30133696257133097,DySyn-TS
0.25,0.05,0.2,0.166,0.03,,0.834070796460177,X
0.25,0.05,0.2,0.186,0.01,topsoe,0.8138075313807531,XSyn-TS
0.25,0.05,0.2,0.193,0.01,,0.8065934065934066,MAX
0.25,0.05,0.2,0.183,0.02,topsoe,0.8168421052631578,MAXSyn-TS
0.25,0.05,0.2,0.166,0.03,,0.834070796460177,ACC
0.25,0.05,0.2,0.186,0.01,topsoe,0.814498933901919,ACCSyn-TS
0.25,0.05,0.2,0.2,0.0,,0.8,CC
0.25,0.15,0.2,0.417,0.22,,0.5833333333333334,T50
0.25,0.15,0.2,0.414,0.21,topsoe,0.5856573705179283,T50Syn-TS
0.25,0.15,0.2,0.173,0.03,,0.8274336283185841,MS
0.25,0.15,0.2,0.19,0.01,topsoe,0.8098290598290598,MSSyn-TS
0.25,0.15,0.2,0.172,0.03,,0.8276216569966204,MS2
0.25,0.15,0.2,0.198,0.0,topsoe,0.8018925143279069,MS2Syn-TS
0.25,0.15,0.2,0.15,0.05,,0.85,SMM
0.25,0.15,0.2,0.17,0.03,topsoe,0.83,SMMSyn-TS
0.25,0.15,0.2,0.192,0.01,topsoe,0.808102156299626,DyS-TS
0.25,0.15,0.2,[0.19 0.81],[0.01 0.61],topsoe,0.019554676343988085,DySyn-TS
0.25,0.15,0.2,0.166,0.03,,0.834070796460177,X
0.25,0.15,0.2,0.192,0.01,topsoe,0.8076109936575053,XSyn-TS
0.25,0.15,0.2,0.198,0.0,,0.8021978021978022,MAX
0.25,0.15,0.2,0.188,0.01,topsoe,0.8122362869198312,MAXSyn-TS
0.25,0.15,0.2,0.177,0.02,,0.8230088495575221,ACC
0.25,0.15,0.2,0.18,0.02,topsoe,0.8195652173913044,ACCSyn-TS
0.25,0.15,0.2,0.202,0.0,,0.798,CC
0.25,0.25,0.2,0.472,0.27,,0.5277777777777778,T50
0.25,0.25,0.2,0.508,0.31,topsoe,0.49173553719008267,T50Syn-TS
0.25,0.25,0.2,0.21,0.01,,0.7898230088495575,MS
0.25,0.25,0.2,0.24,0.04,topsoe,0.76,MSSyn-TS
0.25,0.25,0.2,0.208,0.01,,0.7922624978022622,MS2
0.25,0.25,0.2,0.199,0.0,topsoe,0.8012820512820513,MS2Syn-TS
0.25,0.25,0.2,0.22,0.02,,0.78,SMM
0.25,0.25,0.2,0.22,0.02,topsoe,0.78,SMMSyn-TS
0.25,0.25,0.2,0.222,0.02,topsoe,0.7784144085214163,DyS-TS
0.25,0.25,0.2,[0.22 0.78],[0.02 0.58],topsoe,0.013829827093158496,DySyn-TS
0.25,0.25,0.2,0.192,0.01,,0.8075221238938053,X
0.25,0.25,0.2,0.209,0.01,topsoe,0.7905982905982906,XSyn-TS
0.25,0.25,0.2,0.229,0.03,,0.7714285714285714,MAX
0.25,0.25,0.2,0.205,0.0,topsoe,0.7948717948717948,MAXSyn-TS
0.25,0.25,0.2,0.217,0.02,,0.7831858407079646,ACC
0.25,0.25,0.2,0.03,0.17,topsoe,0.9698996655518395,ACCSyn-TS
0.25,0.25,0.2,0.238,0.04,,0.762,CC
0.25,0.35,0.2,0.548,0.35,,0.45238095238095233,T50
0.25,0.35,0.2,0.555,0.36,topsoe,0.44491525423728806,T50Syn-TS
0.25,0.35,0.2,0.241,0.04,,0.7588495575221239,MS
0.25,0.35,0.2,0.182,0.02,topsoe,0.8176100628930818,MSSyn-TS
0.25,0.35,0.2,0.25,0.05,,0.7502734962589619,MS2
0.25,0.35,0.2,0.174,0.03,topsoe,0.8260188087774294,MS2Syn-TS
0.25,0.35,0.2,0.28,0.08,,0.72,SMM
0.25,0.35,0.2,0.15,0.05,topsoe,0.85,SMMSyn-TS
0.25,0.35,0.2,0.234,0.03,topsoe,0.7659902646326738,DyS-TS
0.25,0.35,0.2,[0.2 0.8],[0.  0.6],topsoe,0.008249228635602082,DySyn-TS
0.25,0.35,0.2,0.206,0.01,,0.7942477876106194,X
0.25,0.35,0.2,0.176,0.02,topsoe,0.8240469208211143,XSyn-TS
0.25,0.35,0.2,0.255,0.05,,0.7450549450549451,MAX
0.25,0.35,0.2,0.136,0.06,topsoe,0.8641975308641976,MAXSyn-TS
0.25,0.35,0.2,0.25,0.05,,0.75,ACC
0.25,0.35,0.2,0.13,0.07,topsoe,0.870253164556962,ACCSyn-TS
0.25,0.35,0.2,0.278,0.08,,0.722,CC
0.25,0.45,0.2,0.702,0.5,,0.29761904761904767,T50
0.25,0.45,0.2,0.636,0.44,topsoe,0.36401673640167365,T50Syn-TS
0.25,0.45,0.2,0.31,0.11,,0.6902654867256637,MS
0.25,0.45,0.2,0.209,0.01,topsoe,0.7909090909090909,MSSyn-TS
0.25,0.45,0.2,0.296,0.1,,0.7038645998163667,MS2
0.25,0.45,0.2,0.233,0.03,topsoe,0.7671641791044777,MS2Syn-TS
0.25,0.45,0.2,0.31,0.11,,0.69,SMM
0.25,0.45,0.2,0.02,0.18,topsoe,0.98,SMMSyn-TS
0.25,0.45,0.2,0.297,0.1,topsoe,0.7033298549052396,DyS-TS
0.25,0.45,0.2,[0.25 0.75],[0.05 0.55],topsoe,0.009992229548620174,DySyn-TS
0.25,0.45,0.2,0.323,0.12,,0.6769911504424778,X
0.25,0.45,0.2,0.164,0.04,topsoe,0.8359133126934984,XSyn-TS
0.25,0.45,0.2,0.323,0.12,,0.676923076923077,MAX
0.25,0.45,0.2,0.191,0.01,topsoe,0.8090909090909091,MAXSyn-TS
0.25,0.45,0.2,0.308,0.11,,0.6924778761061947,ACC
0.25,0.45,0.2,0.204,0.0,topsoe,0.7962382445141065,ACCSyn-TS
0.25,0.45,0.2,0.32,0.12,,0.6799999999999999,CC
0.25,0.55,0.2,0.73,0.53,,0.2698412698412699,T50
0.25,0.55,0.2,0.617,0.42,topsoe,0.3827160493827161,T50Syn-TS
0.25,0.55,0.2,0.398,0.2,,0.6017699115044248,MS
0.25,0.55,0.2,0.333,0.13,topsoe,0.6666666666666666,MSSyn-TS
0.25,0.55,0.2,0.349,0.15,,0.6508258610248295,MS2
0.25,0.55,0.2,0.172,0.03,topsoe,0.8277777777777778,MS2Syn-TS
0.25,0.55,0.2,0.37,0.17,,0.63,SMM
0.25,0.55,0.2,0.19,0.01,topsoe,0.81,SMMSyn-TS
0.25,0.55,0.2,0.284,0.08,topsoe,0.7159643841952342,DyS-TS
0.25,0.55,0.2,[0.24 0.76],[0.04 0.56],topsoe,0.007198078129130065,DySyn-TS
0.25,0.55,0.2,0.358,0.16,,0.6415929203539823,X
0.25,0.55,0.2,0.087,0.11,topsoe,0.9130434782608695,XSyn-TS
0.25,0.55,0.2,0.385,0.18,,0.6153846153846154,MAX
0.25,0.55,0.2,0.241,0.04,topsoe,0.7589743589743589,MAXSyn-TS
0.25,0.55,0.2,0.354,0.15,,0.6460176991150441,ACC
0.25,0.55,0.2,0.155,0.05,topsoe,0.8448275862068966,ACCSyn-TS
0.25,0.55,0.2,0.374,0.17,,0.626,CC
0.25,0.65,0.2,0.817,0.62,,0.18253968253968256,T50
0.25,0.65,0.2,0.755,0.55,topsoe,0.24463519313304716,T50Syn-TS
0.25,0.65,0.2,0.376,0.18,,0.6238938053097345,MS
0.25,0.65,0.2,0.265,0.06,topsoe,0.7354497354497354,MSSyn-TS
0.25,0.65,0.2,0.36,0.16,,0.6397761237765925,MS2
0.25,0.65,0.2,0.152,0.05,topsoe,0.8484848484848484,MS2Syn-TS
0.25,0.65,0.2,0.39,0.19,,0.61,SMM
0.25,0.65,0.2,0.28,0.08,topsoe,0.72,SMMSyn-TS
0.25,0.65,0.2,0.386,0.19,topsoe,0.6139006057178893,DyS-TS
0.25,0.65,0.2,[0.25 0.75],[0.05 0.55],topsoe,0.007150695659771788,DySyn-TS
0.25,0.65,0.2,0.416,0.22,,0.584070796460177,X
0.25,0.65,0.2,0.215,0.01,topsoe,0.7848837209302325,XSyn-TS
0.25,0.65,0.2,0.429,0.23,,0.5714285714285715,MAX
0.25,0.65,0.2,0.236,0.04,topsoe,0.7636363636363637,MAXSyn-TS
0.25,0.65,0.2,0.376,0.18,,0.6238938053097345,ACC
0.25,0.65,0.2,0.208,0.01,topsoe,0.7916666666666666,ACCSyn-TS
0.25,0.65,0.2,0.432,0.23,,0.5680000000000001,CC
0.25,0.75,0.2,0.925,0.73,,0.07539682539682535,T50
0.25,0.75,0.2,0.856,0.66,topsoe,0.14444444444444426,T50Syn-TS
0.25,0.75,0.2,0.427,0.23,,0.5730088495575221,MS
0.25,0.75,0.2,0.362,0.16,topsoe,0.6377708978328174,MSSyn-TS
0.25,0.75,0.2,0.398,0.2,,0.6022070171325871,MS2
0.25,0.75,0.2,0.289,0.09,topsoe,0.7112299465240641,MS2Syn-TS
0.25,0.75,0.2,0.43,0.23,,0.57,SMM
0.25,0.75,0.2,0.36,0.16,topsoe,0.64,SMMSyn-TS
0.25,0.75,0.2,0.406,0.21,topsoe,0.5939813384437522,DyS-TS
0.25,0.75,0.2,[0.38 0.62],[0.18 0.42],topsoe,0.0049590868908162885,DySyn-TS
0.25,0.75,0.2,0.451,0.25,,0.5486725663716814,X
0.25,0.75,0.2,0.401,0.2,topsoe,0.5988700564971752,XSyn-TS
0.25,0.75,0.2,0.424,0.22,,0.5758241758241759,MAX
0.25,0.75,0.2,0.089,0.11,topsoe,0.9113300492610836,MAXSyn-TS
0.25,0.75,0.2,0.462,0.26,,0.5376106194690264,ACC
0.25,0.75,0.2,0.321,0.12,topsoe,0.6790123456790125,ACCSyn-TS
0.25,0.75,0.2,0.44,0.24,,0.56,CC
0.25,0.85,0.2,0.929,0.73,,0.0714285714285714,T50
0.25,0.85,0.2,0.876,0.68,topsoe,0.12352941176470567,T50Syn-TS
0.25,0.85,0.2,0.42,0.22,,0.579646017699115,MS
0.25,0.85,0.2,0.48,0.28,topsoe,0.5201238390092879,MSSyn-TS
0.25,0.85,0.2,0.511,0.31,,0.4894996972005704,MS2
0.25,0.85,0.2,0.426,0.23,topsoe,0.5743589743589743,MS2Syn-TS
0.25,0.85,0.2,0.46,0.26,,0.54,SMM
0.25,0.85,0.2,0.31,0.11,topsoe,0.69,SMMSyn-TS
0.25,0.85,0.2,0.476,0.28,topsoe,0.5242844601177479,DyS-TS
0.25,0.85,0.2,[0.28 0.72],[0.08 0.52],topsoe,0.011892213951006928,DySyn-TS
0.25,0.85,0.2,0.48,0.28,,0.5199115044247787,X
0.25,0.85,0.2,0.387,0.19,topsoe,0.6130030959752322,XSyn-TS
0.25,0.85,0.2,0.44,0.24,,0.5604395604395604,MAX
0.25,0.85,0.2,0.497,0.3,topsoe,0.5028571428571429,MAXSyn-TS
0.25,0.85,0.2,0.518,0.32,,0.4823008849557522,ACC
0.25,0.85,0.2,0.454,0.25,topsoe,0.5459459459459459,ACCSyn-TS
0.25,0.85,0.2,0.482,0.28,,0.518,CC
0.25,0.95,0.2,0.929,0.73,,0.0714285714285714,T50
0.25,0.95,0.2,0.834,0.63,topsoe,0.16556291390728484,T50Syn-TS
0.25,0.95,0.2,0.469,0.27,,0.5309734513274336,MS
0.25,0.95,0.2,0.531,0.33,topsoe,0.4691358024691359,MSSyn-TS
0.25,0.95,0.2,0.469,0.27,,0.5314886987438707,MS2
0.25,0.95,0.2,0.43,0.23,topsoe,0.5698924731182795,MS2Syn-TS
0.25,0.95,0.2,0.48,0.28,,0.52,SMM
0.25,0.95,0.2,0.46,0.26,topsoe,0.54,SMMSyn-TS
0.25,0.95,0.2,0.442,0.24,topsoe,0.5581009922697558,DyS-TS
0.25,0.95,0.2,[0.49 0.51],[0.29 0.31],topsoe,0.002817467051939391,DySyn-TS
0.25,0.95,0.2,0.471,0.27,,0.5287610619469026,X
0.25,0.95,0.2,0.53,0.33,topsoe,0.4696485623003196,XSyn-TS
0.25,0.95,0.2,0.486,0.29,,0.5142857142857142,MAX
0.25,0.95,0.2,0.431,0.23,topsoe,0.5693069306930694,MAXSyn-TS
0.25,0.95,0.2,0.465,0.26,,0.5353982300884956,ACC
0.25,0.95,0.2,0.391,0.19,topsoe,0.6089385474860336,ACCSyn-TS
0.25,0.95,0.2,0.462,0.26,,0.538,CC
0.25,0.05,0.2,0.397,0.2,,0.6031746031746031,T50
0.25,0.05,0.2,0.394,0.19,topsoe,0.6062992125984252,T50Syn-TS
0.25,0.05,0.2,0.166,0.03,,0.834070796460177,MS
0.25,0.05,0.2,0.177,0.02,topsoe,0.8230277185501066,MSSyn-TS
0.25,0.05,0.2,0.164,0.04,,0.8364614467952098,MS2
0.25,0.05,0.2,0.177,0.02,topsoe,0.8226872246696035,MS2Syn-TS
0.25,0.05,0.2,0.07,0.13,,0.93,SMM
0.25,0.05,0.2,0.1,0.1,topsoe,0.9,SMMSyn-TS
0.25,0.05,0.2,0.196,0.0,topsoe,0.8037784901877764,DyS-TS
0.25,0.05,0.2,[0.21 0.79],[0.01 0.59],topsoe,0.33814276728673465,DySyn-TS
0.25,0.05,0.2,0.166,0.03,,0.834070796460177,X
0.25,0.05,0.2,0.178,0.02,topsoe,0.8222698072805139,XSyn-TS
0.25,0.05,0.2,0.193,0.01,,0.8065934065934066,MAX
0.25,0.05,0.2,0.187,0.01,topsoe,0.8130252100840336,MAXSyn-TS
0.25,0.05,0.2,0.166,0.03,,0.834070796460177,ACC
0.25,0.05,0.2,0.185,0.02,topsoe,0.814655172413793,ACCSyn-TS
0.25,0.05,0.2,0.2,0.0,,0.8,CC
0.25,0.15,0.2,0.417,0.22,,0.5833333333333334,T50
0.25,0.15,0.2,0.401,0.2,topsoe,0.5992217898832686,T50Syn-TS
0.25,0.15,0.2,0.17,0.03,,0.8296460176991151,MS
0.25,0.15,0.2,0.18,0.02,topsoe,0.8203463203463204,MSSyn-TS
0.25,0.15,0.2,0.168,0.03,,0.8320415518959151,MS2
0.25,0.15,0.2,0.183,0.02,topsoe,0.8172043010752688,MS2Syn-TS
0.25,0.15,0.2,0.15,0.05,,0.85,SMM
0.25,0.15,0.2,0.18,0.02,topsoe,0.82,SMMSyn-TS
0.25,0.15,0.2,0.198,0.0,topsoe,0.8019163984411937,DyS-TS
0.25,0.15,0.2,[0.2 0.8],[0.  0.6],topsoe,0.02092431943408047,DySyn-TS
0.25,0.15,0.2,0.17,0.03,,0.8296460176991151,X
0.25,0.15,0.2,0.18,0.02,topsoe,0.8202959830866807,XSyn-TS
0.25,0.15,0.2,0.202,0.0,,0.7978021978021979,MAX
0.25,0.15,0.2,0.187,0.01,topsoe,0.8131634819532908,MAXSyn-TS
0.25,0.15,0.2,0.173,0.03,,0.8274336283185841,ACC
0.25,0.15,0.2,0.203,0.0,topsoe,0.7974683544303798,ACCSyn-TS
0.25,0.15,0.2,0.21,0.01,,0.79,CC
0.25,0.25,0.2,0.46,0.26,,0.5396825396825397,T50
0.25,0.25,0.2,0.475,0.27,topsoe,0.5252918287937743,T50Syn-TS
0.25,0.25,0.2,0.217,0.02,,0.7831858407079646,MS
0.25,0.25,0.2,0.221,0.02,topsoe,0.778969957081545,MSSyn-TS
0.25,0.25,0.2,0.192,0.01,,0.8077321299497939,MS2
0.25,0.25,0.2,0.209,0.01,topsoe,0.7913043478260869,MS2Syn-TS
0.25,0.25,0.2,0.23,0.03,,0.77,SMM
0.25,0.25,0.2,0.24,0.04,topsoe,0.76,SMMSyn-TS
0.25,0.25,0.2,0.208,0.01,topsoe,0.792050909392689,DyS-TS
0.25,0.25,0.2,[0.2 0.8],[0.  0.6],topsoe,0.009233788381179851,DySyn-TS
0.25,0.25,0.2,0.217,0.02,,0.7831858407079646,X
0.25,0.25,0.2,0.211,0.01,topsoe,0.7893617021276595,XSyn-TS
0.25,0.25,0.2,0.235,0.03,,0.7648351648351648,MAX
0.25,0.25,0.2,0.18,0.02,topsoe,0.8195329087048833,MAXSyn-TS
0.25,0.25,0.2,0.199,0.0,,0.8008849557522124,ACC
0.25,0.25,0.2,0.209,0.01,topsoe,0.7905982905982906,ACCSyn-TS
0.25,0.25,0.2,0.246,0.05,,0.754,CC
0.25,0.35,0.2,0.635,0.44,,0.3650793650793651,T50
0.25,0.35,0.2,0.483,0.28,topsoe,0.517391304347826,T50Syn-TS
0.25,0.35,0.2,0.261,0.06,,0.7389380530973451,MS
0.25,0.35,0.2,0.153,0.05,topsoe,0.8471337579617835,MSSyn-TS
0.25,0.35,0.2,0.243,0.04,,0.756903338607904,MS2
0.25,0.35,0.2,0.192,0.01,topsoe,0.8075801749271138,MS2Syn-TS
0.25,0.35,0.2,0.26,0.06,,0.74,SMM
0.25,0.35,0.2,0.18,0.02,topsoe,0.82,SMMSyn-TS
0.25,0.35,0.2,0.226,0.03,topsoe,0.7740696504651597,DyS-TS
0.25,0.35,0.2,[0.18 0.82],[0.02 0.62],topsoe,0.005533395919872834,DySyn-TS
0.25,0.35,0.2,0.279,0.08,,0.7212389380530972,X
0.25,0.35,0.2,0.193,0.01,topsoe,0.8073394495412843,XSyn-TS
0.25,0.35,0.2,0.277,0.08,,0.7230769230769231,MAX
0.25,0.35,0.2,0.122,0.08,topsoe,0.8780487804878049,MAXSyn-TS
0.25,0.35,0.2,0.25,0.05,,0.75,ACC
0.25,0.35,0.2,0.166,0.03,topsoe,0.8338557993730408,ACCSyn-TS
0.25,0.35,0.2,0.264,0.06,,0.736,CC
0.25,0.45,0.2,0.552,0.35,,0.4484126984126984,T50
0.25,0.45,0.2,0.457,0.26,topsoe,0.5430463576158939,T50Syn-TS
0.25,0.45,0.2,0.314,0.11,,0.6858407079646017,MS
0.25,0.45,0.2,0.006,0.19,topsoe,0.9942528735632183,MSSyn-TS
0.25,0.45,0.2,0.303,0.1,,0.6972347574674246,MS2
0.25,0.45,0.2,0.258,0.06,topsoe,0.7424749163879598,MS2Syn-TS
0.25,0.45,0.2,0.33,0.13,,0.67,SMM
0.25,0.45,0.2,0.27,0.07,topsoe,0.73,SMMSyn-TS
0.25,0.45,0.2,0.246,0.05,topsoe,0.7543803730720935,DyS-TS
0.25,0.45,0.2,[0.16 0.84],[0.04 0.64],topsoe,0.009069586294192102,DySyn-TS
0.25,0.45,0.2,0.319,0.12,,0.6814159292035398,X
0.25,0.45,0.2,0.212,0.01,topsoe,0.7875816993464053,XSyn-TS
0.25,0.45,0.2,0.356,0.16,,0.643956043956044,MAX
0.25,0.45,0.2,0.193,0.01,topsoe,0.8066298342541436,MAXSyn-TS
0.25,0.45,0.2,0.319,0.12,,0.6814159292035398,ACC
0.25,0.45,0.2,0.306,0.11,topsoe,0.6936936936936937,ACCSyn-TS
0.25,0.45,0.2,0.328,0.13,,0.6719999999999999,CC
0.25,0.55,0.2,0.73,0.53,,0.2698412698412699,T50
0.25,0.55,0.2,0.68,0.48,topsoe,0.3202247191011235,T50Syn-TS
0.25,0.55,0.2,0.358,0.16,,0.6415929203539823,MS
0.25,0.55,0.2,0.294,0.09,topsoe,0.7058823529411764,MSSyn-TS
0.25,0.55,0.2,0.325,0.12,,0.6751352829709507,MS2
0.25,0.55,0.2,0.097,0.1,topsoe,0.9026627218934912,MS2Syn-TS
0.25,0.55,0.2,0.38,0.18,,0.62,SMM
0.25,0.55,0.2,0.28,0.08,topsoe,0.72,SMMSyn-TS
0.25,0.55,0.2,0.339,0.14,topsoe,0.6608947923572637,DyS-TS
0.25,0.55,0.2,[0.12 0.88],[0.08 0.68],topsoe,0.006152967846361005,DySyn-TS
0.25,0.55,0.2,0.367,0.17,,0.6327433628318584,X
0.25,0.55,0.2,0.141,0.06,topsoe,0.859375,XSyn-TS
0.25,0.55,0.2,0.393,0.19,,0.6065934065934067,MAX
0.25,0.55,0.2,0.184,0.02,topsoe,0.8164251207729468,MAXSyn-TS
0.25,0.55,0.2,0.372,0.17,,0.6283185840707963,ACC
0.25,0.55,0.2,0.197,0.0,topsoe,0.8032786885245902,ACCSyn-TS
0.25,0.55,0.2,0.364,0.16,,0.636,CC
0.25,0.65,0.2,0.905,0.7,,0.09523809523809523,T50
0.25,0.65,0.2,0.777,0.58,topsoe,0.22289156626506013,T50Syn-TS
0.25,0.65,0.2,0.392,0.19,,0.6084070796460177,MS
0.25,0.65,0.2,0.172,0.03,topsoe,0.8275862068965517,MSSyn-TS
0.25,0.65,0.2,0.418,0.22,,0.5823174900857606,MS2
0.25,0.65,0.2,0.199,0.0,topsoe,0.8014274691358025,MS2Syn-TS
